Indicator,GeoAreaCode,GeoAreaName,Year, Full Time Researchers per million (pop)  ,Time_Detail
9.5.2,818,Egypt,2018,686.71743,2018
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2000,2894.5148,2000
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2001,3080.69401,2001
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2002,3340.22179,2002
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2003,3638.09033,2003
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2004,3824.26193,2004
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2005,4123.53188,2005
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2006,4176.31268,2006
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2007,4111.14041,2007
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2008,4053.92721,2008
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2009,4076.55189,2009
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2010,4043.26715,2010
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2011,3926.11787,2011
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2012,3969.85915,2012
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2013,4119.45134,2013
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2014,4227.62028,2014
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2015,4319.50151,2015
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2016,4357.93303,2016
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2017,4341.15124,2017
9.5.2,826,United Kingdom of Great Britain and Northern Ireland,2018,4603.31022,2018
9.5.2,834,United Republic of Tanzania,2010,36.07047,2010
9.5.2,834,United Republic of Tanzania,2013,19.15202,2013
9.5.2,840,United States of America,2000,3496.36797,2000
9.5.2,840,United States of America,2001,3567.42616,2001
9.5.2,840,United States of America,2002,3652.18425,2002
9.5.2,840,United States of America,2003,3894.90127,2003
9.5.2,840,United States of America,2004,3789.08962,2004
9.5.2,840,United States of America,2005,3742.51961,2005
9.5.2,840,United States of America,2006,3806.33035,2006
9.5.2,840,United States of America,2007,3781.17475,2007
9.5.2,840,United States of America,2008,3935.49275,2008
9.5.2,840,United States of America,2009,4090.2744,2009
9.5.2,840,United States of America,2010,3885.08226,2010
9.5.2,840,United States of America,2011,4027.11889,2011
9.5.2,840,United States of America,2012,3990.62379,2012
9.5.2,840,United States of America,2013,4090.88439,2013
9.5.2,840,United States of America,2014,4205.25602,2014
9.5.2,840,United States of America,2015,4267.83919,2015
9.5.2,840,United States of America,2016,4247.7483,2016
9.5.2,840,United States of America,2017,4412.43542,2017
9.5.2,854,Burkina Faso,2010,47.57672,2010
9.5.2,858,Uruguay,2000,277.64557,2000
9.5.2,858,Uruguay,2002,373.41704,2002
9.5.2,858,Uruguay,2008,427.816,2008
9.5.2,858,Uruguay,2009,558.56148,2009
9.5.2,858,Uruguay,2010,626.6233,2010
9.5.2,858,Uruguay,2011,614.43768,2011
9.5.2,858,Uruguay,2012,632.44031,2012
9.5.2,858,Uruguay,2013,634.91258,2013
9.5.2,858,Uruguay,2014,642.85874,2014
9.5.2,858,Uruguay,2015,661.48712,2015
9.5.2,858,Uruguay,2016,679.00479,2016
9.5.2,858,Uruguay,2017,690.7908,2017
9.5.2,858,Uruguay,2018,696.37621,2018
9.5.2,860,Uzbekistan,2000,662.25393,2000
9.5.2,860,Uzbekistan,2001,614.61104,2001
9.5.2,860,Uzbekistan,2002,630.40868,2002
9.5.2,860,Uzbekistan,2003,588.33122,2003
9.5.2,860,Uzbekistan,2004,578.38896,2004
9.5.2,860,Uzbekistan,2005,632.7809,2005
9.5.2,860,Uzbekistan,2006,565.66032,2006
9.5.2,860,Uzbekistan,2007,556.9256,2007
9.5.2,860,Uzbekistan,2008,580.41085,2008
9.5.2,860,Uzbekistan,2009,572.98176,2009
9.5.2,860,Uzbekistan,2010,544.95896,2010
9.5.2,860,Uzbekistan,2011,574.80051,2011
9.5.2,860,Uzbekistan,2012,513.08323,2012
9.5.2,860,Uzbekistan,2013,507.03862,2013
9.5.2,860,Uzbekistan,2014,501.24254,2014
9.5.2,860,Uzbekistan,2015,497.42064,2015
9.5.2,860,Uzbekistan,2016,506.04688,2016
9.5.2,860,Uzbekistan,2017,495.5728,2017
9.5.2,860,Uzbekistan,2018,476.17883,2018
9.5.2,862,Venezuela (Bolivarian Republic of),2000,61.79615,2000
9.5.2,862,Venezuela (Bolivarian Republic of),2001,71.45039,2001
9.5.2,862,Venezuela (Bolivarian Republic of),2002,70.15822,2002
9.5.2,862,Venezuela (Bolivarian Republic of),2003,95.88432,2003
9.5.2,862,Venezuela (Bolivarian Republic of),2004,105.74462,2004
9.5.2,862,Venezuela (Bolivarian Republic of),2005,122.87928,2005
9.5.2,862,Venezuela (Bolivarian Republic of),2006,148.11811,2006
9.5.2,862,Venezuela (Bolivarian Republic of),2007,165.2622,2007
9.5.2,862,Venezuela (Bolivarian Republic of),2008,190.36879,2008
9.5.2,862,Venezuela (Bolivarian Republic of),2009,185.82991,2009
9.5.2,862,Venezuela (Bolivarian Republic of),2010,204.04403,2010
9.5.2,862,Venezuela (Bolivarian Republic of),2011,232.62356,2011
9.5.2,862,Venezuela (Bolivarian Republic of),2012,295.83625,2012
9.5.2,862,Venezuela (Bolivarian Republic of),2013,363.7885,2013
9.5.2,862,Venezuela (Bolivarian Republic of),2014,272.67612,2014
9.5.2,862,Venezuela (Bolivarian Republic of),2015,248.92103,2015
9.5.2,862,Venezuela (Bolivarian Republic of),2016,300.25538,2016
9.5.2,894,Zambia,2008,41.71683,2008
